"terrai_nom","terrai_pro","status_ter","fase_descr","tipo_terra","terrai_fai","terrai_obs","CommunityArea_Ha","situa_desc","tipo_area_","terrai_per","terrai_pop","reu_id","Stage","stagenum","NDVI_1981","NDVI_1982","NDVI_1983","NDVI_1984","NDVI_1985","NDVI_1986","NDVI_1987","NDVI_1988","NDVI_1989","NDVI_1990","NDVI_1991","NDVI_1992","NDVI_1993","NDVI_1994","NDVI_1995","NDVI_1996","NDVI_1997","NDVI_1998","NDVI_1999","NDVI_2000","NDVI_2001","NDVI_2002","NDVI_2003","NDVI_2004","NDVI_2005","NDVI_2006","NDVI_2007","NDVI_2008","NDVI_2009","NDVI_2010","NDVI_2011","NDVI_2012","NDVI_2013","NDVI_2014","Entry_Year","Accepted_Year","State","NDVI_trend","PSM"
"37","Lago do Limão",".","Análise da Delimitação","Delimitada","Terra Indígena","N",NA,0,"Ativo","Principal","0.00000 Ha",NA,11,"em identificação",2,0.8699,0.845984737026777,0.918535506384396,0.991338528661833,1,0.709000034581864,0.762858288984587,0.770537883207734,0.907857411321989,0.83061259414847,0.859921057388856,1,0.891621541909897,0.90338386027759,0.925632062461068,1,1,1,0.995344556884415,0.882394018045814,0.926704636459501,1,1,1,0.95333792131974,0.899368607620779,0.885398991713329,0.957786288256021,1,0.911327889708353,0.896243022954088,0.831982703391821,0.845492274460208,0.884074472946899,1995,1998,3,0.0557320624610677,1999.75379178128
"38","Lago Jauari",".","Concluído","Regularizada","Terra Indígena","N",NA,12023.0844,"Ativo","Principal","53.85542 Ha",NA,93,"homologada",7,0.0043,0.131020951343409,0.268412020454432,0.294626020074506,0.118090840308499,0.183468306226443,0.139360913285598,0.167872256007757,0.00608132853853591,0,0,0.149534462767791,0.124901828894215,0,0,0.035262811798115,0.125072436731089,0.157547743623756,0.174708221086807,0.0630618794711175,0.0795320289744642,0.13487169331743,0,0.0188118000119382,0,0.0731021533566916,0.0879539049429247,0.0908332223281712,0.155190327638421,0.258259517811053,0.27383457326383,0.201122679616971,0.216244754860841,0.227735147302058,2000,2004,2,-0.0043,2005.62933046765
"39","Lauro Sodré",".","Concluído","Regularizada","Terra Indígena","N",NA,9478.6216,"Ativo","Principal","55.58446 Ha",NA,172,"Registrada",8,0.0531,0,0.0485407731573606,0.131344133453197,0.0426182817026216,0.0249642089304767,0,0,0.129695508860719,0.115817129973636,0.0623231051547642,0.0944783583499046,0.179634512785048,0.270224335013154,0.0706662392373893,0,0,0,0.0623395952435266,0.170184919788097,0.179769973577473,0.0936815332776444,0.0684350638835372,0.122971750807008,0,0,0.0430624588858899,0.0070791183803345,0.0239255841903573,0.0275244295108131,0,0,0,0,1997,2004,3,0.0175662392373893,2003.18633499229
"40","Mapari",".","Planejamento da Demarcação","Declarada","Terra Indígena","N",NA,157416,"Ativo","Principal","355.00000 Ha",NA,69,"em demarcação",5,0.3452,0.406904774531023,0.497961109241551,0.662233186116579,0.759900321901448,0.643044363637057,0.661743845954572,0.591926774183561,0.509912128524029,0.510052084996203,0.549002941148138,0.66469338104393,0.639610621227001,0.653843830459501,0.730246453957112,0.849043995944563,0.907766287884829,0.904844165517433,0.967155795631275,1,0.760566173025783,0.901102368177635,0.8827595131954,0.812796166993641,0.788189885718285,0.743788263654924,0.669991484296002,0.725899910870213,0.630309655922441,0.652407374602319,0.556459989554346,0.496847940623836,0.596935130689402,0.718547821023947,2001,2004,5,0.385046453957112,2005.84333605179
"41","Maraã Urubaxi",".","Concluído","Regularizada","Terra Indígena","N",NA,94405.0733,"Ativo","Principal","138.10204 Ha",NA,107,"Registrada",8,0.78,0.793026049199103,0.746894708807113,0.573969578159043,0.708892509178981,0.829828523247393,0.847150662335255,0.915414007069661,0.919106194701661,0.976315269597382,1,0.777767057721213,0.905487137053428,0.729973068368421,0.639023382266762,0.695199029043291,0.690826415891357,0.732442068369075,0.741747919425605,0.735179520395295,0.679720363675938,0.769400423447172,0.699623731683053,0.533984210164687,0.580529845021403,0.568783786355082,0.655291011348037,0.599103458406822,0.62634923977326,0.606233364196744,0.755562033506487,0.686340237231153,0.824502938526537,0.827854967045174,1995,1998,4,-0.140976617733238,1999.67020868043
"42","Maraitá",".","Processo de Homologação","Regularizada","Terra Indígena","N",NA,53038.0644,"Ativo","Principal","146.03815 Ha",NA,87,"homologada",7,0.5669,0.506397123232053,0.403112164322354,0.41692815877219,0.459597933374158,0.446569280868015,0.484153840013862,0.41067001432083,0.438005058291281,0.433738335582839,0.317616080921296,0.382976791589634,0.532147247792896,0.478000019547798,0.43874303700821,0.278080203113965,0.178372019215636,0.324872412851685,0.30311544944502,0.32172980889233,0.47094962739586,0.471358211296145,0.343869164607342,0.293233853030657,0.444354688455017,0.557904261471168,0.714864394415351,0.637828248236684,0.819741999115229,0.77103892688877,0.841159525126037,0.99653426145883,0.978636529020802,1,2003,2006,3,-0.12815696299179,2008.74009405594
"43","Maranduba",".","Processo de Homologação","Regularizada","Terra Indígena","N","Composta de 3 glebas: gleba 1 com 175ha/PA, Gleba 2 (Ilha) com 209ha/TO e Gleba 3 (Ilha) com 5ha/TO.",375.1538,"Ativo","Principal","13.79643 Ha",NA,94,"homologada",7,0.9219,0.867913808705368,0.852830160511125,0.883981217458735,0.956270031041256,0.746058163549979,0.908252351276936,0.633104267629994,0.78545058659814,0.786382210287434,0.704187706333391,0.830079774324883,0.744677098414904,0.729912994240486,0.803537902842384,0.795549453338843,0.72628878692802,0.794441384949854,0.91963914827074,1,1,1,0.829732415024463,0.969074360074302,0.976184173213876,1,0.797788269959877,0.80543591382314,0.888837904342137,1,0.908404930749758,0.927469707792349,0.843775493568593,0.810004453963093,2001,2003,2,-0.118362097157616,2005.25266837826
"44","Lago do Marinheiro",".","Certidão SPU","Regularizada","Terra Indígena","N",NA,3586.2907,"Ativo","Principal","27.01582 Ha",NA,78,"demarcada",6,0.7495,0.634975748371505,0.602877654814882,0.604421445316115,0.81902954501766,0.677242347984259,0.629564443747963,0.655492602805727,0.596329014877515,0.640837814802944,0.823727044718606,0.805265424435612,0.788620244698459,0.81807163744728,0.874265420630223,0.825073698017052,0.793140119332835,0.5180223699664,0.674635704699802,0.611086182352067,0.493771740628642,0.521239924026608,0.760432440476062,0.781227318579026,0.911024183779766,0.965918440136253,1,1,0.998856276753559,1,0.981565817794405,1,0.8719833133207,0.896899655092595,2004,2006,2,0.124765420630222,2008.61197485616
"45","Matintin",".","Certidão SPU","Regularizada","Terra Indígena","N",NA,21760.7012,"Ativo","Principal","107.33192 Ha",NA,73,"demarcada",6,0.4074,0.486884091117595,0.386951109362188,0.371177151211418,0.258378806345973,0.133339396499,0.191465948873456,0.141997779624818,0.20545554286371,0.265777674189643,0.263577258023482,0.282248136718995,0.251537227770119,0.407402397305875,0.575289208694515,0.695060910799928,0.790403898809635,0.89638176451302,1,0.765033736875763,0.836878664495311,0.65538840159361,0.544262558658723,0.570632358440647,0.543243650288533,0.625038110528935,0.797205833683953,0.745760963632931,0.873915849935766,0.928259427092785,0.845242590528586,0.893418446464978,0.827598092916723,0.673710769976328,2000,2004,5,0.167889208694515,2004.77188333179
"46","Mawetek",".","Concluído","Regularizada","Terra Indígena","N",NA,115492.878,"Ativo","Principal","214.76227 Ha",NA,152,"Registrada",8,0.809,1,1,1,0.995257513128361,0.975377035247392,0.931662201477624,0.911924946333001,0.865671169039583,0.922462533637281,1,1,0.860887414319268,0.817930904017294,0.775189751590981,0.86412036810937,0.691562778714414,0.643645177565292,0.615822609973657,0.629196641036574,0.637469979691559,0.729380951474599,0.851865695413147,0.667307784627589,0.518088433871836,0.374268721413213,0.327324706090172,0.338776093574504,0.487569322294437,0.394903567036681,0.273561794683444,0.244776766000572,0.316731081338905,0.21433037535367,2002,2011,3,-0.0338102484090194,2007.26010708051
"47","Médio Rio Negro I",".","Concluído","Regularizada","Terra Indígena","N",NA,1776138.9968,"Ativo","Principal","1497.33209 Ha",NA,150,"Registrada",8,0.5455,0.610278577093536,0.65269730823452,0.399418488736259,0.141975830846141,0.208966285001071,0.188965102691705,0.119432919473933,0.219380657021432,0.180124267788163,0.210380288220711,0.239799304062003,0.36387972315933,0.334546161864481,0.287187310954558,0.412889549417148,0.436183791543348,0.612640300928848,0.449713661894909,0.499903490140217,0.684578014723274,0.610332629640238,0.530653549643841,0.428658326095675,0.466274410386574,0.600496494190884,0.569019175171869,0.675086612278511,0.568262857148484,0.646000988285348,0.832869720203288,0.713927566110294,0.643989477871225,0.659000345650959,1999,2005,5,-0.258312689045442,2003.51389569025
"48","Médio Rio Negro II",".","Concluído","Regularizada","Terra Indígena","N",NA,316194.989,"Ativo","Principal","431.80387 Ha",NA,154,"Registrada",8,0.1822,0,0.12797595805803,0.303175809667858,0.470108263183287,0.498021658149139,0.578446274992552,0.425595278681005,0.573286704375032,0.662240658834037,0.506773172101343,0.480116332745678,0.320239898886404,0.380159385144131,0.0480497388225646,0.181397027879389,0.0665846516785031,0.150519154391367,0.237784849397759,0.176396132487568,0.301161742441448,0.266330514486367,0.0635904294599997,0.146994921005061,0.0259883445789404,0.0442193622831857,0.103807006882725,0.231521223883656,0.349195831587743,0.345029940070412,0.192800912959201,0.18727018253102,0.352030413282345,0.366113040804877,1998,2003,1,-0.134150261177435,2003.77691753882
"49","Miguel/Josefa",".","Concluído","Regularizada","Terra Indígena","N",NA,1628.8091,"Ativo","Principal","17.81631 Ha",NA,112,"Registrada",8,0.9402,0.85316039971654,0.997108122508172,1,0.818659477935916,0.657315758944088,0.63425658059686,0.630957354217879,0.686679053456273,0.669099417577518,0.621925064064472,0.580939425719735,0.684600509690911,0.699287245380128,0.736612697743206,0.652265845105661,0.712073055494379,0.785536417015973,0.795452533651384,0.822013870969077,0.770300606709536,0.78165069098905,0.792127154777281,0.745377538129413,0.881614502161909,0.748858102621617,0.817249107012807,0.940626219726179,0.867071029065843,0.700954281116384,0.738336588805759,0.822443246919431,0.989850360344697,1,2001,2004,5,-0.203587302256794,2005.10033273721
"50","Moskow",".","Concluído","Regularizada","Terra Indígena","N",NA,14212.9983,"Ativo","Principal","56.47534 Ha",NA,138,"Registrada",8,0.7921,0.677710058494249,0.51362054485202,0.521486125710169,0.47184018922634,0.482342193820928,0.436729330537919,0.57975269396459,0.651917511972413,0.68841815979935,0.62050020931137,0.786435342325495,0.822733819445057,1,0.928079142726635,0.867141393921134,0.90670720518101,0.779378085093549,0.766576509160733,0.666382050946499,0.621082098510017,0.515631039990569,0.44760674660556,0.433042859770724,0.38175645235019,0.395700129469868,0.326218067127364,0.362855793920211,0.222501327171952,0.131676813732294,0.132261180827309,0.255562926735273,0.294605102765098,0.375567157164122,1995,2000,2,0.135979142726635,1999.04210756588
"51","Munduruku",".","Demarcação Física","Regularizada","Terra Indígena","N",NA,2381795.7765,"Ativo","Principal","1108.21328 Ha",NA,178,"Registrada",8,0.9967,1,0.95361218287133,1,0.88415748975909,1,0.963491635523315,0.936347893084488,0.78981430210895,0.697295988062757,0.693532341730162,0.646586346302489,0.608029372175235,0.526934330680529,0.617885095377142,0.57058460998463,0.706347315800889,0.710716875972698,0.616553137378043,0.652986330620124,0.569182514171898,0.323924409289477,0.311567232112492,0.264792694146851,0.185304318481096,0.19507363559256,0.0810799506517307,0.189297083959506,0,0,0.107800732073522,0.289296637229516,0.405839026025761,0.399464620946497,2001,2010,3,-0.378814904622858,2005.8582106333
"52","Muriru",".","Concluído","Regularizada","Terra Indígena","N",NA,5555.9436,"Ativo","Principal","31.19681 Ha",NA,136,"Registrada",8,0.9913,0.946843115361486,0.936661108196474,1,0.912602328098529,1,1,0.910393495789864,1,1,1,1,1,1,1,1,0.959861031821041,0.803897743704784,0.727541493729264,0.678619726947756,0.749491984927898,0.74562519511844,0.831390863404166,0.855798802664529,0.749521263625766,0.782628521134393,0.869313616675107,0.832452919734793,0.785132471243032,0.800644765462959,0.706055430570791,0.544292813208644,0.604607479317303,0.652747876941834,1998,1999,3,0.00870000000000004,2002.74035141761
"53","Nova Esperança do Rio Jandiatuba",".","Concluído","Regularizada","Terra Indígena","N",NA,20003.928,"Ativo","Principal","86.91001 Ha",NA,122,"Registrada",8,0.2988,0.300650891185957,0.364426151444611,0.337090455782114,0.415138905434365,0.35874829025323,0.40005991196546,0.454669266465719,0.453333122032065,0.484138571247972,0.502650084185523,0.468614811974859,0.497279453363541,0.55025562788099,0.541214666125863,0.536478053001525,0.645052975060272,0.678709751187738,0.475455354622013,0.396542785742462,0.42376429131264,0.507865400995067,0.658932421508499,0.783918395577425,0.827423408762898,0.703696181674361,0.759165411970743,0.914322349382009,0.994890891735963,0.969661338762798,1,0.957634181722527,1,0.986600087332795,1995,1999,5,0.242414666125863,1999.64474555775
"54","Padre",".","Concluído","Regularizada","Terra Indígena","N",NA,797.511,"Ativo","Principal","14.12527 Ha",NA,169,"Registrada",8,0.5514,0.534236014636288,0.563809516767669,0.479715543723796,0.410886537773731,0.454845250430962,0.525130814212329,0.548218852477034,0.489094438396451,0.663048631733142,0.720593306625616,0.730173063819322,0.67672928292133,0.60084843645421,0.599061405084231,0.538787706384593,0.392417639545538,0.465818590875612,0.439119161035514,0.479145045914079,0.4397325311793,0.471422803844984,0.462942783944331,0.423918780994928,0.439209321647841,0.516666701466317,0.65159559996294,0.5546546185575,0.525618223088748,0.571974425596802,0.441175590200295,0.284775710363162,0.213490309126101,0.269106032557016,2003,2004,3,0.0476614050842309,2008.7089834678
"55","Paraná do Arauató",".","Concluído","Regularizada","Terra Indígena","N",NA,5915.445,"Ativo","Principal","42.62227 Ha",NA,144,"Registrada",8,0.4196,0.440529874798024,0.407612559565432,0.350944780779611,0.531293669327412,0.46033356179485,0.382858198015932,0.444040700995665,0.606942327175279,0.913529783888562,0.743473324636534,0.795070696424417,1,0.890306526861296,0.938551060448825,0.898285321601249,0.960790949917097,0.849433807528663,0.796579900739182,0.848549794758444,0.929753644749315,0.847728928018801,0.894717159532348,0.833236548173133,0.770394179030083,0.857490852406646,0.866642277300216,0.881508088709808,0.635843253255412,0.536823720466607,0.658395109579271,0.667602167373633,0.619809071275395,0.58689623769748,1998,2007,1,0.518951060448825,2003.19668077472
"56","Parque do Tumucumaque",".","Concluído","Regularizada","Terra Indígena","N",NA,3071067.8764,"Ativo","Principal","1016.87860 Ha",NA,145,"Registrada",8,0.3523,0.367837179237008,0.405077943451862,0.377539165446707,0.221967258447199,0.141568929767901,0.16891142269328,0.112555527418017,0.184515239568776,0.0571466779630134,0.123808929102256,0.141804924773633,0.0773347346093425,0.230797377833608,0.194529546275391,0.202460374899308,0.052617609021339,0.0809989573434396,0.0317772942711414,0,0.00672407829670258,0.109005802060416,0.0796160084568628,0.00404849385650594,0.0133891309348454,0,0,0,0,0,0.269486927727991,0.314780679969207,0.198585663449678,0.1811538204822,1999,2003,3,-0.157770453724609,2004.65651228555
"57","Patauá",".","Concluído","Regularizada","Terra Indígena","N",NA,615.885,"Ativo","Principal","12.89414 Ha",NA,133,"Registrada",8,0.892,0.901347735483195,0.958929504590216,1,1,0.922853588271464,0.964476683826563,0.904536198789928,0.954109602031424,0.905819881939186,0.903283925744731,0.994885225128154,0.878198206295896,0.871188950187963,0.797221580554508,0.817086424040228,0.757083941114563,0.707669575333184,0.639691023595805,0.594309770616841,0.530965513779321,0.570069754498644,0.497748564603862,0.56765252005496,0.755558454590887,0.907233096446482,1,0.989135464320178,0.947243155989172,0.870862358398529,0.941334082618794,0.974394565593895,1,1,2000,2007,4,-0.0947784194454919,2004.75775416686
"58","Paumari do Lago Manissuã",".","Concluído","Regularizada","Terra Indígena","N",NA,22970.0651,"Ativo","Principal","89.58881 Ha",NA,161,"Registrada",8,0.291,0.30075802680415,0.373577698222472,0.527728789080777,0.611810562448825,0.536415497739824,0.773113267588579,0.870503500116536,0.757608046870823,0.873161061182836,0.892692583398527,0.954977473554082,1,1,1,0.965260563841328,0.912639868020574,0.849298380696096,0.884124403387516,0.971588471200229,0.979119439052227,1,0.875715636147595,0.885796799471535,1,1,0.949969794817224,0.976950743120961,0.824312485658163,0.719109207694286,0.871481195023914,0.855771242380508,0.70109983064204,0.66928522199194,2002,2005,4,0.709,2007.55732985631
"59","Paumari do Lago Marahã",".","Homologada","Regularizada","Terra Indígena","N",NA,118766.8862,"Ativo","Principal","239.38883 Ha",NA,162,"Registrada",8,0.8468,0.944405431395921,0.91358524910036,0.892677823879567,0.877908488952131,0.889882994033414,0.902951913809459,0.765832408610374,0.742684174908682,0.656086856397678,0.673766924143763,0.69994594585315,0.633512322023658,0.735671368047982,0.56378860888697,0.552339513522846,0.530846905707051,0.496796465851109,0.581977834947516,0.569303617441095,0.605714422451844,0.760889984441572,0.88226271945431,0.963879944494066,1,1,1,0.950884336278238,0.933988447001651,0.853008153048862,0.754009571072344,0.726957466416848,0.639306069591604,0.609349550804906,2004,2009,4,-0.28301139111303,2009.10656401926
"60","Paumari do Lago Paricá",".","Concluído","Regularizada","Terra Indígena","N",NA,15792.112,"Ativo","Principal","54.14561 Ha",NA,163,"Registrada",8,0.324,0.226536997067595,0.20323052664477,0.275985772525483,0.281110284146888,0.389751464146557,0.341592984485997,0.519241885911455,0.494262852044638,0.473630765026708,0.310425295352445,0.349424227047193,0.223847421769213,0.155618627605995,0,0.229536491425958,0.34317516112644,0.351573011102098,0.266746710472566,0.146041144058732,0.159841628974986,0.063737420151627,0,0.112572135579229,0.144617111473684,0.138839662925989,0.12839662041137,0.11542966588664,0.190431722341173,0.22453688447452,0.119495476832872,0,0.0587199782828859,0,2004,2012,4,-0.324,2009.96624899651
"61","Paumari do Rio Ituxi",".","Concluído","Regularizada","Terra Indígena","N",NA,7572.412,"Ativo","Principal","43.26448 Ha",NA,164,"Registrada",8,0.3752,0.354890063650525,0.454947477989147,0.418803926929601,0.44994250866856,0.588669313962822,0.549055372430232,0.500562311774376,0.561216413531658,0.676562765417436,0.875193569097253,0.977430047441921,1,0.971153236549341,0.976016783058705,1,1,1,1,0.806644780384218,0.596545151758316,0.696291333647751,0.713196655796342,0.476833327441164,0.497770936203565,0.5622289984036,0.532785454990146,0.585288969587156,0.58281911904328,0.624848238141869,0.725013850634968,0.713385218618723,0.689706561316155,0.666948974467392,2002,2008,1,0.600816783058705,2007.46083453623
"62","Peneri/Tacaquiri",".","Concluído","Regularizada","Terra Indígena","N",NA,189870.9641,"Ativo","Principal","278.99683 Ha",NA,165,"Registrada",8,0.886,0.939559698014049,0.984776814887608,1,1,1,0.901916135344402,0.932497887645817,1,1,1,0.926505081345551,0.73156778472587,0.746088318493799,0.860235874318835,0.869097501708532,0.832507079517148,0.654267232805112,0.637729113738787,0.630946452598712,0.764618734711267,0.653521678466784,0.750962417602169,0.934723699256961,0.91316031053908,0.960056352990187,0.93793970246904,1,1,1,0.898826535447069,0.917187790087526,0.794677544529025,0.810844430067983,2001,2009,4,-0.0257641256811653,2005.78555270461
"63","Pinatuba",".","Concluído","Regularizada","Terra Indígena","N",NA,29564.9382,"Ativo","Principal","125.64549 Ha",NA,146,"Registrada",8,0.9331,0.823250932006027,0.808671249861353,0.843224854373891,0.713554414255793,0.76307224899099,0.902715402086353,0.909742771051639,1,1,0.996630714015876,0.947272942274414,1,0.785788066994017,0.844928269965413,1,0.764924190924265,0.558791008892423,0.574747836860338,0.602669978210207,0.691504970228345,0.888265782233469,0.957958513601702,0.906240453866593,0.77748732920154,0.594274730488544,0.685322509972329,0.785227910099133,0.675699610681284,0.694121620894872,0.475641794562608,0.446125935990362,0.308924053733976,0.355397018160145,2000,2003,3,-0.0881717300345871,2004.9753004505
"64","Ponte de Pedra",".","Planejamento da Demarcação","Declarada","Terra Indígena","N",NA,17000,"Ativo","Principal","73.00000 Ha",NA,46,"identificada",3,0.4516,0.601205040975215,0.45625955735562,0.264325062904636,0.385039854568183,0.309597707226906,0.294947756370506,0.272655874641029,0.260226534339001,0.413846526920171,0.256171131024041,0.30809393124893,0.357910595172861,0.245234843605723,0.424515549213323,0.342587051776631,0.539597834377245,0.578579882877948,0.621954175513439,0.401833412924509,0.497871290171128,0.440717796304561,0.600467150039609,0.537092010930451,0.520420852909367,0.551233398242176,0.459885120647343,0.638318976281377,0.699252913426696,0.583836596460204,0.649620512731247,0.733904725614651,0.690689133529064,0.750606803995918,2001,2008,5,-0.0270844507866774,2005.82279370646
"65","Porquinhos",".","Concluído","Regularizada","Terra Indígena","N",NA,79520,"Ativo","Principal","113.00000 Ha",NA,45,"identificada",3,0.5242,0.343241359869983,0.305092914673735,0.293328365859677,0.377552885349718,0.476317886165457,0.508692171632217,0.59042112870325,0.453733234505316,0.372872671630497,0.395004048374614,0.427230841395297,0.268381201772404,0.404578316431588,0.460062920207906,0.463840500420279,0.580862392729086,0.67369320440273,0.618053796346955,0.57735666534887,0.658885487458705,0.738105705713527,0.799740356823021,0.846310220874466,0.949776086769532,1,0.936265531020484,0.900053407005412,0.828736816478604,0.792346753123752,0.893477529882607,0.849993118047624,0.833133891568566,0.836347741930794,1998,2004,2,-0.0641370797920938,2002.70065301398
"66","Porto Praia",".","Concluído","Regularizada","Terra Indígena","N",NA,4769.8617,"Ativo","Principal","31.00000 Ha",NA,166,"Registrada",8,0.7437,0.873009215053126,0.727821884543154,0.671766680197064,0.525513477262806,0.626221388357074,0.606659249288539,0.730812080211817,0.647084131362128,0.862847060303837,1,1,1,0.942121050070852,1,1,1,1,0.959715456882312,0.765340288436713,0.677957987232403,0.704039679679518,0.786780451302542,0.71125710021285,0.780599005044993,0.839015374577811,0.820736421202749,0.715189110566222,0.804831972693384,0.814469904522472,0.853791942108197,0.932613543300146,0.850700817015634,0.967778130036699,2000,2007,2,0.2563,2004.35563142553
"67","Poyanawa",".","Concluído","Regularizada","Terra Indígena","N",NA,24499.0885,"Ativo","Principal","105.05194 Ha",NA,113,"Registrada",8,0.5542,0.760435191821068,0.835270260827175,0.924237205389507,1,0.873667570745684,0.87736359208534,0.843393874691363,0.841790931187278,0.933169399071686,0.923917086417933,0.968667950332456,0.873825641680376,0.850887523248979,0.882112828415965,0.856368030461392,0.885507122272682,1,0.925677388427797,0.969502363342949,0.889213838249672,0.980894702325155,1,0.897529197707208,1,1,0.982353079935521,1,0.818395195940141,0.857326227039355,0.877861280005949,0.860458596090526,0.853635376217926,0.92214351228892,1997,2000,5,0.327912828415964,2001.31626204182
"68","Raimundão",".","Concluído","Regularizada","Terra Indígena","N",NA,4276.8088,"Ativo","Principal","27.67136 Ha",NA,137,"Registrada",8,0.7045,0.59152783633982,0.659075865367552,0.682902947918201,0.571894658581374,0.577039282774703,0.524313452146954,0.62330015706089,0.734243083803784,0.578376645513862,0.616312218292482,0.705819405363688,0.691328894332658,0.694575853831896,0.775382834486448,0.75174567982887,0.757493935649102,0.843947516471854,0.926311341593314,0.877680570503566,0.884468620370262,0.923197725597462,0.939956226747955,0.987364148663645,0.889449921895023,0.878651914522825,0.689836157155757,0.751073039532962,0.66373741682667,0.676834899219001,0.485871665060396,0.669192262303965,0.590620570904968,0.708476826210563,1998,2001,1,0.0708828344864481,2002.89212948454
"69","Rio Biá",".","Concluído","Regularizada","Terra Indígena","N",NA,1185791.71,"Ativo","Principal","763.53496 Ha",NA,180,"Registrada",8,0.3829,0.286359765803527,0.33073857855299,0.312749731227442,0.29289148136986,0.328868806738454,0.319521113371282,0.382516229982136,0.392809179671204,0.36156477389163,0.410724097065836,0.34427885321263,0.134437446464384,0.052696303276102,0,0,0.0946514783963372,0.0684540343731276,0.0863283985034213,0,0.00897278001351807,0.118953917586588,0.216305582128446,0.180547319322536,0.186704035871914,0.170153206207304,0.153880004110771,0.105270237683049,0.083670555322291,0.0334013980654987,0,0.044439383128428,0.101475916052466,0.0882564709383865,2004,2012,3,-0.3829,2010.09549972233
"70","Rio Jumas",".","Concluído","Regularizada","Terra Indígena","N",NA,9462.6983,"Ativo","Principal","51.80910 Ha",NA,111,"Registrada",8,0.9419,1,0.771498008267662,0.753005504539407,0.799565580345456,0.818547484946766,0.90975004948994,1,1,0.940990323361913,1,0.993610065442048,0.984778955591156,1,0.930575883479926,0.810652001561452,0.820833032599601,0.809807384190406,0.874531987584148,0.815973339510249,0.817884635076759,0.796616840532526,0.601838895763751,0.633815178806797,0.748905372566515,0.762068299466057,0.690548821570388,0.637945064811396,0.772152646881672,0.594887762808578,0.618901789626588,0.593212355667038,0.579999256273558,0.498731197466723,2004,2008,3,-0.0113241165200735,2009.15741096119
"71","Rio Manicoré",".","Concluído","Regularizada","Terra Indígena","N",NA,19481,"Ativo","Principal","77.00000 Ha",NA,168,"Registrada",8,0.1065,0.0934235322820187,0.0396937272717926,0,0.00297947934501001,0,0.0448933704963292,0,0.0896868471491319,0,0,0,0.188849004298906,0.0828064021217192,0.270035915487241,0.234760537847261,0.266757974417807,0.219620920942939,0.297488408462742,0.349091322698714,0.313534749941872,0.400362106721493,0.414909416605978,0.375684642615289,0.229178990619394,0.352997607590476,0.379534259164329,0.381070294238475,0.315471141943261,0.376263146143238,0.439571158092976,0.384356298279233,0.4394705331769,0.533324429487066,1996,2003,1,0.163535915487241,2001.70807745402
"72","Rio Téa",".","Concluído","Regularizada","Terra Indígena","N",NA,411865.3207,"Ativo","Principal","629.60837 Ha",NA,151,"Registrada",8,0.8457,0.891126231267428,0.95646580190116,0.90357403867801,1,1,0.961468022733331,0.971933334976379,0.892625214943452,1,0.928869286255349,0.903916750980944,0.837600482149594,0.934750150524366,1,0.880502747252455,0.902951457869424,0.943931012155522,0.939019324845846,1,0.917543045615552,0.957290203258592,0.907170723440516,0.982555668595271,1,1,0.787557340611392,0.628375159469854,0.594661911660626,0.700562674521476,0.64306301486228,0.718607584898462,0.837357965430205,0.871460070401556,2004,2008,3,0.1543,2009.22650036061
"73","Rio Urubu",".","Concluído","Regularizada","Terra Indígena","N",NA,27354.9118,"Ativo","Principal","122.48515 Ha",NA,149,"Registrada",8,0.2463,0.274181793819108,0.133552059899616,0.126530471641759,0.140240013819187,0.125452323439059,0.202685799958936,0.0980130397501741,0.140876369404836,0.162733773390765,0.00635548415179596,0.0566196560721812,0.172716384861281,0.288932191447654,0.369044382377243,0.395793214454546,0.311024237526045,0.19417755735764,0.239408208748095,0.212317497678163,0.167099681500324,0.179301553429045,0.2303296687338,0.252186919892431,0.409338385451705,0.292501273771806,0.31487227229611,0.328246116571838,0.289551512392944,0.388432579385314,0.404170309419574,0.515934126761116,0.379043509597003,0.206495390215819,2001,2007,5,0.122744382377243,2006.10037581216
"74","São Francisco do Canimari",".","Processo de Homologação","Regularizada","Terra Indígena","N",NA,3331.2208,"Ativo","Principal","36.06073 Ha",NA,85,"homologada",7,0.0989,0.0676258044209962,0.213543695791975,0.384622447293011,0.512159036780026,0.456533164541467,0.434754229842711,0.293103192691554,0.18058900496855,0.269385831605157,0.368590183497172,0.333482161221582,0.429301962006602,0.282811181709544,0.280455582635998,0.357147773480405,0.401854542865791,0.380377802242317,0.512780953491499,0.361401260179432,0.262133432979214,0.126541765551221,0.216019201150659,0.217844988917907,0.197973868783593,0.118158607991032,0.0271732261051817,0,0.105809647632505,0.0387679197020768,0.2662878067881,0.140998065368751,0.159327139116336,0.0352103613539379,2005,2006,2,0.181555582635998,2010.69122522848
